a_key	a_name	b_key	b_name	signal	score	verdict	basis_relations
23,400 דונמ	23,400 דונם	2,642 דונמימ	2,642 דונמים	translated	0.863	DIFFERENT	
3,500 דונמימ	3,500 דונמים	47,000 דונמ	47,000 דונם	translated	0.863	DIFFERENT	
גוש אריאל - עלי - שילה	גוש אריאל - עלי - שילה	גוש שילה	גוש שילה	translated	0.863	DIFFERENT	
הגדה הפלסטינימ	הגדה הפלסטינים	מתיישבי איו"ש	מתיישבי איו"ש	translated	0.863	DIFFERENT	
הליכ הסדר המקרקעינ	הליך הסדר המקרקעין	פתיחה בהליכי הסדר מקרקעינ	פתיחה בהליכי הסדר מקרקעין	translated	0.863	DIFFERENT	
הנשיא סלאמ	הנשיא סלאם	נשיא בית הדינ סלאמ	נשיא בית הדין סלאם	translated	0.863	DIFFERENT	
ועדת השרימ להתיישבות	ועדת השרים להתיישבות	ועדת שרימ לעניינ ההתיישבות ביהודה שומרונ וחבל עזה	ועדת שרים לעניין ההתיישבות ביהודה שומרון וחבל עזה	translated	0.863	DIFFERENT	
מתקני ביוב	מתקני ביוב	מתקני טיהור שפכימ	מתקני טיהור שפכים	translated	0.863	DIFFERENT	
צו הפקעה	צו הפקעה	הליכי ההפקעה	הליכי ההפקעה	translated	0.863	DIFFERENT	
1,060 דונמ	1,060 דונם	5,000 דונמ	5,000 דונם	translated	0.863	DIFFERENT	
הגבלות על חופש המחאה	הגבלות על חופש המחאה	הגבלות על פעילימ	הגבלות על פעילים	translated	0.863	DIFFERENT	
העברה בכפייה של פלסטינימ	העברה בכפייה של פלסטינים	עקירה כפויה של פלסטינימ	עקירה כפויה של פלסטינים	translated	0.863	DIFFERENT	
יישובימ יהודיימ באיו"ש בחלוקה לנפות פלסטיניות	יישובים יהודיים באיו"ש בחלוקה לנפות פלסטיניות	יישובימ יהודיימ באיו"ש לפי המניע להתיישבות	יישובים יהודיים באיו"ש לפי המניע להתיישבות	translated	0.863	DIFFERENT	
כלואימ	כלואים	עצירימ מנהליימ	עצירים מנהליים	translated	0.863	DIFFERENT	
מעצר מינהלי	מעצר מינהלי	מעצרימ	מעצרים	translated	0.863	DIFFERENT	
עצורימ	עצורים	עצירימ מנהליימ	עצירים מנהליים	translated	0.863	DIFFERENT	
15 מיליונ ₪	15 מיליון ₪	3 מיליונ ₪	3 מיליון ₪	translated	0.862	DIFFERENT	
אידיאולוגיימ-ממלכתיימ	אידיאולוגיים-ממלכתיים	אידיאולוגיימ	אידיאולוגיים	translated	0.862	DIFFERENT	
משטרת ישראל	משטרת ישראל	הרשויות הישראליות	הרשויות הישראליות	translated	0.862	DIFFERENT	
משטרת ישראל	משטרת ישראל	מערכת אכיפת החוק הישראלית	מערכת אכיפת החוק הישראלית	translated	0.862	DIFFERENT	
משטרת ישראל	משטרת ישראל	הרשויות בישראל	הרשויות בישראל	translated	0.862	DIFFERENT	
עוטפ ירושלימ	עוטף ירושלים	עוטפ עזה	עוטף עזה	translated	0.862	DIFFERENT	
טראמפ	טראמפ	דונאלד טראמפ	דונאלד טראמפ	translated	0.862	SAME	ג'ו ביידן --[defeated]--> טראמפ; דונאלד טראמפ --[proposed]--> תוכנית המאה; דונאלד טראמפ --[elected_president_of]--> ארה"ב
תקנת השוק	תקנת השוק	תקנת השוק במקרקעינ	תקנת השוק במקרקעין	translated	0.862	DIFFERENT	
עקרבה	עקרבה	כפר עקרבא	כפר עקרבא	translated	0.862	DIFFERENT	
9,000 דונמ	9,000 דונם	1,500 דונמ	1,500 דונם	translated	0.862	DIFFERENT	
ח'רבת א-רהווה	ח'רבת א-רהווה	ח'רבת א-רד'ימ	ח'רבת א-רד'ים	translated	0.862	DIFFERENT	
1,640 דונמ	1,640 דונם	3,500 דונמימ	3,500 דונמים	translated	0.862	DIFFERENT	
17	17	תרשימ 17	תרשים 17	translated	0.862	DIFFERENT	
170,000 דונמימ	170,000 דונמים	1,060 דונמ	1,060 דונם	translated	0.862	DIFFERENT	
170,000 דונמימ	170,000 דונמים	4,800 דונמ	4,800 דונם	translated	0.862	DIFFERENT	
23,400 דונמ	23,400 דונם	500 דונמ	500 דונם	translated	0.862	DIFFERENT	
30,272 דונמ	30,272 דונם	7,021 דונמ	7,021 דונם	translated	0.862	DIFFERENT	
45 אלפ דונמ	45 אלף דונם	שני מיליונ דונמ	שני מיליון דונם	translated	0.862	DIFFERENT	
בג"צ 419/14	בג"ץ 419/14	בג"צ 7292/14	בג"ץ 7292/14	translated	0.862	DIFFERENT	
ביטחונ	ביטחון	שיקולי ביטחונ	שיקולי ביטחון	translated	0.862	DIFFERENT	
ההסכמ הקואליציוני	ההסכם הקואליציוני	קווי היסוד וההסכמימ הקואליציוניימ	קווי היסוד וההסכמים הקואליציוניים	translated	0.862	DIFFERENT	
היישובימ היהודיימ	היישובים היהודיים	התיישבות יהודית ברצועת עזה	התיישבות יהודית ברצועת עזה	translated	0.862	DIFFERENT	
ועדת החוצ והביטחונ בכנסת	ועדת החוץ והביטחון בכנסת	ועדת חו"ב	ועדת חו"ב	translated	0.862	SAME	ח"כ עמית הלוי --[spoke_at]--> ועדת החוץ והביטחון בכנסת; יועמ"ש איו"ש --[reported_at]--> ועדת החוץ והביטחון בכנסת; סמוטריץ' --[explained_expansion_of_authority_in]--> ועדת חו"ב
מאזנ הגירה כולל	מאזן הגירה כולל	מאזנ הגירה חיובי	מאזן הגירה חיובי	translated	0.862	DIFFERENT	
מחמד שקיר	מחמד שקיר	עו"ד מוחמד שקיר	עו"ד מוחמד שקיר	translated	0.862	DIFFERENT	
בנייה בהתנחלויות	בנייה בהתנחלויות	הפרויקטימ המיועדימ להתנחלויות	הפרויקטים המיועדים להתנחלויות	translated	0.862	DIFFERENT	
הסכמ בינ ישראל לפלסטינימ	הסכם בין ישראל לפלסטינים	הסכמ ביניימ ישראלי-פלסטיני	הסכם ביניים ישראלי-פלסטיני	translated	0.862	DIFFERENT	
פלישות	פלישות	פלישות של מתנחלימ	פלישות של מתנחלים	translated	0.862	DIFFERENT	
שטחי השיפוט של התנחלויות	שטחי השיפוט של התנחלויות	תחומי השיפוט	תחומי השיפוט	translated	0.862	DIFFERENT	
השומרונ	השומרון	מערב השומרונ	מערב השומרון	translated	0.861	DIFFERENT	
93,000 דונמימ	93,000 דונמים	170,000 דונמימ	170,000 דונמים	translated	0.861	DIFFERENT	
החקלאות הישראלית	החקלאות הישראלית	גידול בשטחי החקלאות הישראלית	גידול בשטחי החקלאות הישראלית	translated	0.861	DIFFERENT	
מוחמד ג'אבר	מוחמד ג'אבר	מוחמד פרחאת ג'אבר	מוחמד פרחאת ג'אבר	translated	0.861	DIFFERENT	
60,000 דונמימ	60,000 דונמים	3,000 דונמימ	3,000 דונמים	translated	0.861	DIFFERENT	
9,000 דונמ	9,000 דונם	5,000 דונמ	5,000 דונם	translated	0.861	DIFFERENT	
ביתו עילית	ביתו עילית	ביתי עילית	ביתי עילית	translated	0.861	DIFFERENT	
רונית לוי-שנור	רונית לוי-שנור	רונית לוי-שטר	רונית לוי-שטר	translated	0.861	DIFFERENT	
200 דונמ	200 דונם	26,500 דונמ	26,500 דונם	translated	0.861	DIFFERENT	
מוחמד עבד אל-חפיו רג'בי	מוחמד עבד אל-חפיו רג'בי	מחמוד עבד אל-חפיז רג'בי	מחמוד עבד אל-חפיז רג'בי	translated	0.861	DIFFERENT	
ממשלת ישראל	ממשלת ישראל	ממשלת בנינ	ממשלת בנין	translated	0.861	DIFFERENT	
אמנה	אמנה	אמנסטי אינטרנשיונל	אמנסטי אינטרנשיונל	translated	0.861	DIFFERENT	
מערב השומרונ	מערב השומרון	השמונאימ	השמונאים	translated	0.861	DIFFERENT	
93,000 דונמימ	93,000 דונמים	5,000 דונמ	5,000 דונם	translated	0.861	DIFFERENT	
צו הפקעה 1/90	צו הפקעה 1/90	צו תפיסה מס' 18/80	צו תפיסה מס' 18/80	translated	0.861	DIFFERENT	
60,000 דונמימ	60,000 דונמים	3,000 דונמ	3,000 דונם	translated	0.861	DIFFERENT	
מדיניות ההתנחלות הישראלית	מדיניות ההתנחלות הישראלית	פרויקט ההתנחלות הישראלי	פרויקט ההתנחלות הישראלי	translated	0.861	DIFFERENT	
צווי הפקעה	צווי הפקעה	צו הפקעה רביעי	צו הפקעה רביעי	translated	0.861	DIFFERENT	
12,500 דונמ	12,500 דונם	200 דונמ	200 דונם	translated	0.861	DIFFERENT	
12,500 דונמ	12,500 דונם	47,000 דונמ	47,000 דונם	translated	0.861	DIFFERENT	
12,500 דונמ	12,500 דונם	786,000 דונמ	786,000 דונם	translated	0.861	DIFFERENT	
15,500 דונמ	15,500 דונם	4,800 דונמ	4,800 דונם	translated	0.861	DIFFERENT	
2,700 דונמימ	2,700 דונמים	26,500 דונמ	26,500 דונם	translated	0.861	DIFFERENT	
2,700 דונמימ	2,700 דונמים	4,800 דונמ	4,800 דונם	translated	0.861	DIFFERENT	
69,106 דונמימ	69,106 דונמים	1,060 דונמ	1,060 דונם	translated	0.861	DIFFERENT	
786,000 דונמ	786,000 דונם	1,060 דונמ	1,060 דונם	translated	0.861	DIFFERENT	
saeed shah	Saeed Shah	סעיד	סעיד	translated	0.861	DIFFERENT	
אגפ התכנונ	אגף התכנון	מינהל התכנונ	מינהל התכנון	translated	0.861	DIFFERENT	
היישובימ היהודיימ	היישובים היהודיים	יישובימ יהודיימ באיו"ש	יישובים יהודיים באיו"ש	translated	0.861	SAME	היישובים היהודיים --[located_in]--> יהודה ושומרון; היישובים היהודיים --[located_in]--> הגדה המערבית; היישובים היהודיים --[נמצאים_ב]--> יהודה ושומרון
כביש המחצבות	כביש המחצבות	קציעות	קציעות	translated	0.861	DIFFERENT	
לוח 39	לוח 39	לוח 41	לוח 41	translated	0.861	DIFFERENT	
סקרימ	סקרים	שלושת הסקרימ	שלושת הסקרים	translated	0.861	DIFFERENT	
צו הסגירה	צו הסגירה	צו סגירה צבאי	צו סגירה צבאי	translated	0.861	DIFFERENT	
ציר המחצבות	ציר המחצבות	קציעות	קציעות	translated	0.861	DIFFERENT	
4,800 דונמ	4,800 דונם	מיליוני דונמימ	מיליוני דונמים	translated	0.861	DIFFERENT	
בני הדור השני של מתנחלי עופרה	בני הדור השני של מתנחלי עופרה	מתנחלי עופרה	מתנחלי עופרה	translated	0.861	DIFFERENT	
בנייה ופיתוח פלסטיניימ בשטח c	בנייה ופיתוח פלסטיניים בשטח C	פרויקטימ פלסטינימ	פרויקטים פלסטינים	translated	0.861	DIFFERENT	
הריסה	הריסה	הריסת בתימ	הריסת בתים	translated	0.861	DIFFERENT	
מי ביוב	מי ביוב	מערכות המימ והביוב	מערכות המים והביוב	translated	0.861	DIFFERENT	
פריצות פירטיות של מספר דרכימ וכבישימ	פריצות פירטיות של מספר דרכים וכבישים	פריצת דרכי גישה	פריצת דרכי גישה	translated	0.861	DIFFERENT	
פני קדמ	פני קדם	פני קדמ מורח	פני קדם מורח	translated	0.86	DIFFERENT	
60,000 דונמימ	60,000 דונמים	24,000 דונמימ	24,000 דונמים	translated	0.86	DIFFERENT	
10,000 דונמימ	10,000 דונמים	170,000 דונמימ	170,000 דונמים	translated	0.86	DIFFERENT	
10,000 דונמימ	10,000 דונמים	24,000 דונמימ	24,000 דונמים	translated	0.86	DIFFERENT	
737 מיליונ ש"ח	737 מיליון ש"ח	244 מיליונ ש"ח	244 מיליון ש"ח	translated	0.86	DIFFERENT	
ארבע התנחלויות חדשות	ארבע התנחלויות חדשות	הקמה של התנחלויות חדשות	הקמה של התנחלויות חדשות	translated	0.86	DIFFERENT	
צה"ל	צה"ל	אוגדת אי"ש	אוגדת אי"ש	translated	0.86	DIFFERENT	
צה"ל	צה"ל	אוגדת איו"ש	אוגדת איו"ש	translated	0.86	DIFFERENT	
מחסומ watch	מחסום Watch	מחסומימ	מחסומים	translated	0.86	DIFFERENT	
דיני הכיבוש	דיני הכיבוש	דיני התפיסה הלוחמתית	דיני התפיסה הלוחמתית	translated	0.86	DIFFERENT	
מערכ ההתיישבות היהודי	מערך ההתיישבות היהודי	היישובימ היהודיימ	היישובים היהודיים	translated	0.86	SAME	מערך ההתיישבות היהודי --[located_in]--> הגדה המערבית; היישובים היהודיים --[located_in]--> הגדה המערבית
צו הפקעה 1/90	צו הפקעה 1/90	צו תפיסה 51/23	צו תפיסה 51/23	translated	0.86	DIFFERENT	
60,000 דונמימ	60,000 דונמים	22,000 דונמ	22,000 דונם	translated	0.86	DIFFERENT	
אוניברסיטה העברית בירושלימ	אוניברסיטה העברית בירושלים	אוניברסיטת ישראליות	אוניברסיטת ישראליות	translated	0.86	DIFFERENT	
חירבת א-תעלה	חירבת א-תעלה	ח'רבת א-טייבה	ח'רבת א-טייבה	translated	0.86	DIFFERENT	
פצ"ל	פצ"ל	אוגדת אי"ש	אוגדת אי"ש	translated	0.86	DIFFERENT	
פצ"ל	פצ"ל	אוגדת איו"ש	אוגדת איו"ש	translated	0.86	DIFFERENT	
1,500 דונמ	1,500 דונם	47,000 דונמ	47,000 דונם	translated	0.86	DIFFERENT	
1,500 דונמ	1,500 דונם	2,642 דונמימ	2,642 דונמים	translated	0.86	DIFFERENT	
1,630 דונמ	1,630 דונם	5,000 דונמ	5,000 דונם	translated	0.86	DIFFERENT	
1,800 דונמ	1,800 דונם	22,000 דונמ	22,000 דונם	translated	0.86	DIFFERENT	
12,500 דונמ	12,500 דונם	80 דונמ	80 דונם	translated	0.86	DIFFERENT	
3,000 דונמ	3,000 דונם	30,272 דונמ	30,272 דונם	translated	0.86	DIFFERENT	
3,000 דונמימ	3,000 דונמים	30,272 דונמ	30,272 דונם	translated	0.86	DIFFERENT	
3,400 דונמ	3,400 דונם	743 דונמ	743 דונם	translated	0.86	DIFFERENT	
7,700	7,700	700,000	700,000	translated	0.86	DIFFERENT	
ארבע התנחלויות חדשות	ארבע התנחלויות חדשות	הקמת יישובימ חדשימ	הקמת יישובים חדשים	translated	0.86	DIFFERENT	
